created_at,indexed_at,text,author_handle,author_display_name,author_did,like_count,repost_count,reply_count,uri,cid
2026-05-01T19:11:55.575Z,2026-05-01T19:11:57.075Z,jag f rst r dig verkligen men t nker ocks att n r du v l r p plats s kommer du k nna dig b de stolt ver dig sj lv och f njuta av att komma i v g,annadite.bsky.social,Anna,did:plc:g2kimlttgs4gfiketb36h5xp,0,0,0,at://did:plc:g2kimlttgs4gfiketb36h5xp/app.bsky.feed.post/3mksthf4hrk2j,bafyreifonnzexxtdtwc2wslzctizxvgie55vpbgufnjfsliecyd4w3d67m
2026-05-01T19:11:18.230Z,2026-05-01T19:11:19.478Z,den matematik kan jeg ikke f til at g op hvis der er et bestemt antal mandater til et omr de s m fordelingen vel v re bestemt af stemmefordelingen mellem partierne i de omr der og ikke fordelingen p landsplan,henrikmorell.dk,Henrik Morell,did:plc:7sju2uj3g3rfbdyftmhd45z2,0,0,0,at://did:plc:7sju2uj3g3rfbdyftmhd45z2/app.bsky.feed.post/3mkstgbis2c2k,bafyreicaqdizjnihtgjercq3xqdt7yuj4xbeqbskcdefhmbxzkp2tml63m
2026-05-01T19:10:49.596Z,2026-05-01T19:10:50.773Z,cant believe fa nuked my subs how else am i supposed to squeeze them now fa bad sciggle evil,veskin.bsky.social,Vesky,did:plc:xwvv6z62clovhjojbrdeeqca,0,0,0,at://did:plc:xwvv6z62clovhjojbrdeeqca/app.bsky.feed.post/3mkstfg6z4c2b,bafyreicw4zwswjjoa6ye6oiiwjowhit4chpvgwt3mpntplb4mspayyuatm
2026-05-01T19:10:44.441Z,2026-05-01T19:10:45.980Z,siiim sou muita f do meu estado,horowitzcher.bsky.social,sailor moon da maromba,did:plc:vbdjtt76cb3rqhzv4b6n6y6j,0,0,0,at://did:plc:vbdjtt76cb3rqhzv4b6n6y6j/app.bsky.feed.post/3mkstfbbqv22x,bafyreic2otjximtup44pddmkuf2w4dc6rjo2hyxc7abdgchghpp44ixygi
2026-05-01T19:09:51.129Z,2026-05-01T19:09:51.677Z,s ger annars typiskt kvinnor som s ker det de inte kan f,mandreas.bsky.social,Andreas,did:plc:wucczq36fmh2z2pedu3epkdn,0,0,1,at://did:plc:wucczq36fmh2z2pedu3epkdn/app.bsky.feed.post/3mkstdogphc2q,bafyreicylnjdbjkbrivw326fldb64cnccsqhl3kvpwwqecbift4hs54csq
2026-05-01T19:09:42.227Z,2026-05-01T19:10:08.572Z,part of a trade with a anonymous of fa my part of the trade 3 character is chase from echo project modeller duust kronosunveiled,draganonalina.bsky.social,Alexian 🔞,did:plc:ijby6pg4l5oaic6ix5cnohob,1,0,1,at://did:plc:ijby6pg4l5oaic6ix5cnohob/app.bsky.feed.post/3mkstdg6fh22b,bafyreic6pfh4qv7y7kwa33woocbjfnj7z2ap7ghhgrbys7blnfxfw6oz2u
2026-05-01T19:09:25.553Z,2026-05-01T19:09:24.679Z,chiedoma qualcuno sa di calenda mi spiego ma che che fa ne a destra n a sinistraalternativa a che cosa a malapena arriver al 3 aaaahhh ok capito sto in mezzo per rompere i coglioni bravo altro personaggio inutile insomma,robbie-it.bsky.social,,did:plc:ycgt6ngwupuenwj4jhqoigse,2,0,1,at://did:plc:ycgt6ngwupuenwj4jhqoigse/app.bsky.feed.post/3mkstcw26vc2v,bafyreidrpshikbwpxck3ktfart7clhaqyhpdpl5ci6ebln4vg6f3svvjse
2026-05-01T19:08:13.524Z,2026-05-01T19:08:55.574Z,some finished nsfw pieces over on my fa commissions furrycommission furryart furrynsfw,corimonsterarts.bsky.social,Corganda,did:plc:uug6gpswndnwverkabjy7up3,1,0,0,at://did:plc:uug6gpswndnwverkabjy7up3/app.bsky.feed.post/3mkstareolc2k,bafyreicameyxcm4j6mkhqeup55imt2lb7tnznzdtmux4j7jw5dh4dfbitm
2026-05-01T19:08:05.740Z,2026-05-01T19:08:06.272Z,mick off of pat and mick would go on to help write millwalls 2004 fa cup final song totp,willmill82.co.uk,willmill82,did:plc:5tcstejgj7ebkmn5y3vnfpyx,0,0,0,at://did:plc:5tcstejgj7ebkmn5y3vnfpyx/app.bsky.feed.post/3mkstajwhjs2k,bafyreigv6cy5s6bzrlr6jevzcdsmwnd2exwnluskn33xw6fccj7gqnudjq
2026-05-01T19:07:43.090Z,2026-05-01T19:07:43.273Z,haha och jag som tyckte att rullstol var lite st rigt att beh va t nka p att man ska kunna f in den g r in i en mg5 men m ste ta av minst ett hjul som tur r har min man mycket tr ning eftersom vi haft nnu mindre bil tidigare d r den beh vde plockas is r s mycket som m jligt,funkishen.bsky.social,FunkisHen,did:plc:ssz7qlphfvcysmswvotahody,2,0,0,at://did:plc:ssz7qlphfvcysmswvotahody/app.bsky.feed.post/3mkst7udafc22,bafyreihx5rej4kur3ojzzosq6ubsjkvjrdwezhmchnpbzp7ygoyevnqwty
2026-05-01T19:06:48.360Z,2026-05-01T19:06:48.671Z,xi n sh n shu f,studyzh.bsky.social,中国語学習に励む網走出身40代,did:plc:f5hehmi3oc2mfuksy76k5tgs,0,0,0,at://did:plc:f5hehmi3oc2mfuksy76k5tgs/app.bsky.feed.post/3mkst6aatye2g,bafyreifyswttret42falj4dc4xmmsrvi24qbvmm36iciurmf7p2vkcghna
2026-05-01T19:06:25.364Z,2026-05-01T19:06:26.376Z,ja budskapet blir s oerh rt konstigt vilka tror de att de kommer att n de som redan st r p deras sida m tycka de r edgy men alla andra som de vill f ver p sin sida,mandreas.bsky.social,Andreas,did:plc:wucczq36fmh2z2pedu3epkdn,0,0,0,at://did:plc:wucczq36fmh2z2pedu3epkdn/app.bsky.feed.post/3mkst5k7a3s2n,bafyreiak2yzhqho4ehjesemlevnp52behlo3pohz6mo4cze3mfqrbc6zdy
2026-05-01T19:06:13.735Z,2026-05-01T19:06:22.474Z,eu e um f,biellwho.bsky.social,Biell,did:plc:wxjmmue5pu6ffedkrz4jxrk7,3,0,0,at://did:plc:wxjmmue5pu6ffedkrz4jxrk7/app.bsky.feed.post/3mkst574ofc22,bafyreiffgx7npcrkk7w6bdlbvoja34iv7r5sjmvraogqwpqie6kkksp4f4
2026-05-01T19:05:00.760Z,2026-05-01T19:05:01.274Z,queer eye mandou bem e as casas mais extraordin rias do mundo eu n o sou muito f de reality ent o acho q esses foram um dos nicos q conseguiram prender minha aten o k,thayfixon2001.bsky.social,Thay,did:plc:u3ndg4qtl44kgvnky3b4yqiu,0,0,1,at://did:plc:u3ndg4qtl44kgvnky3b4yqiu/app.bsky.feed.post/3mkst2zjcys2x,bafyreiffonfj5gcun62jb3ehlofme3iukty7p7f3b2ud6wvp4cfaeyliz4
2026-05-01T19:04:47.638Z,2026-05-01T19:04:46.072Z,finns f l tskrivare i sverige som kan s tta fingret p en k nsla som annika norlin,makkie82.bsky.social,Makkie,did:plc:kkuva26ajk7ado447phkr4pu,0,0,0,at://did:plc:kkuva26ajk7ado447phkr4pu/app.bsky.feed.post/3mkst2mywis27,bafyreifazv7tmqoyyz7ibuwwjxdmlwwqgobjxowbnfkj6naffsn3pwerzy
2026-05-01T19:02:01.564Z,2026-05-01T19:02:03.173Z,femmefa fa pukey goddess shot trick,fhantzii.bsky.social,fhantzii,did:plc:pdce6c5zn6eb3lazjmh3e7w6,0,0,0,at://did:plc:pdce6c5zn6eb3lazjmh3e7w6/app.bsky.feed.post/3mkssvomovs23,bafyreigk2wiq3oa5rn7ao5aos2xdj4ap4fgcif5uj44wen3dvg7shgktrm
2026-05-01T19:01:41.377Z,2026-05-01T19:01:43.077Z,det er sjovt uanset hvordan det g r s er forslagene fra de borgerlige altid det samme lavkonjunktur s nk de offentlige ydelser h jkonjunktur s nk de offentlige ydelser man kunne f den tanke at det mest bare handler om at s nke ydelserne s man bagefter kan s nke minimumsl nningerne,asholt.bsky.social,,did:plc:pflnf4gqzs6orbpdijxyqhju,3,0,0,at://did:plc:pflnf4gqzs6orbpdijxyqhju/app.bsky.feed.post/3mkssv3en222r,bafyreiggibi2zge3eqhz55cppdyie6fylld2sn6eiocvxsgc5zmb6tuoba
2026-05-01T19:01:40.914Z,2026-05-01T19:01:41.672Z,me la compr en toledo fa la tira danys arr,ossaarts.bsky.social,Comida Para Perras,did:plc:4pwjthae4yvoej2yullf6ohg,0,0,0,at://did:plc:4pwjthae4yvoej2yullf6ohg/app.bsky.feed.post/3mkssv2wvlk2n,bafyreibrt2asrqngkqb6dak3s2ebu3plvkn2fmo6iavcj3yfmxf4sqbhsm
2026-05-01T19:01:34.698Z,2026-05-01T19:01:35.273Z,foux de fa fa,troopofechos.bsky.social,Ashley Weaver,did:plc:zf4jmnxb5opcmyjebyypluuy,0,0,0,at://did:plc:zf4jmnxb5opcmyjebyypluuy/app.bsky.feed.post/3mkssuuyslc2d,bafyreib46vai5qy324cbytxiqeyqzirecxqgfkma3xh6kim5uy6xom7cam
2026-05-01T19:01:14.247Z,2026-05-01T19:01:14.280Z,el que vaig fer jo fa uns anys i mira que s bona,lorena76.bsky.social,Lorena,did:plc:kyy2ggoizsm3hnrxk5adeprg,0,0,0,at://did:plc:kyy2ggoizsm3hnrxk5adeprg/app.bsky.feed.post/3mkssubiovk2r,bafyreidhkmcsjgopm6ea2crgr6tncvbawbkmbjfq4awnlj7qliiifndtby
2026-05-01T19:01:08.246Z,2026-05-01T19:01:08.777Z,alrighty after much consideration i ve decided i ll keep my vore art exclusively on fa i like its formatting better and it s less tomb scroll based probably will keep this account up for a while linger but we ll see,reapervores.bsky.social,🔞Lance🔞,did:plc:6whqtvxsjnn6cbc3zpj45ybj,0,0,0,at://did:plc:6whqtvxsjnn6cbc3zpj45ybj/app.bsky.feed.post/3mkssu3rmis2w,bafyreibzhwhc67ndjh7v3cyppjcicbfsguzezysxlp75teyuu7vwukfztm
2026-05-01T19:00:32.177Z,2026-05-01T19:00:55.276Z,fa yu de wil je je sranantongo skills next level brengen meld je aan bij de spang torie academy en krijg toegang tot interactieve lessen via onze nieuwsbrief zwartevrouwen sranan sranang,spangtorieacademy.bsky.social,Spang Torie,did:plc:h6yoarwvr6447hlkad5zs7r7,0,0,0,at://did:plc:h6yoarwvr6447hlkad5zs7r7/app.bsky.feed.post/3mksstoleoi2r,bafyreid3u4tmurx4tqpmyirrbngdmwym34nlrxjwsr3e3pxbyx67yww4da
2026-05-01T19:00:26.966Z,2026-05-01T19:01:00.871Z,fa yu de wil je je sranantongo skills next level brengen meld je aan bij de spang torie academy en krijg toegang tot interactieve lessen via onze nieuwsbrief zwartevrouwen sranan sranang,spangtorieacademy.bsky.social,Spang Torie,did:plc:h6yoarwvr6447hlkad5zs7r7,0,0,0,at://did:plc:h6yoarwvr6447hlkad5zs7r7/app.bsky.feed.post/3mkssttnuuq2r,bafyreiht7vucvurj3bp3quwkfqmoi5q2awuqxfc2kxf3iirgaagqfe6vr4
2026-05-01T19:00:08Z,2026-05-01T19:00:09.979Z,stadig intet svar fra styrelse hvordan kunne op mod 73000 danskere i revis f l kket deres data danmark nordicnews nyheder dkmedier,nordic.skyen.live,The Nordic Ticker - Paywall-free Headlines,did:plc:2dkt6jd7o3apvp5edpsn7gzz,0,0,0,at://did:plc:2dkt6jd7o3apvp5edpsn7gzz/app.bsky.feed.post/3mkssscxnry2t,bafyreicjzshfpfasbvhj2nck7ddbxs3c3a3lfctw64oikxmswtqplrkmxq
2026-05-01T18:59:09.131Z,2026-05-01T18:59:14.481Z,currently running an adopt auction on my patreon my fa and my toyhouse if anyones interested toyhouse39098593auc,skymachine.bsky.social,Die-on! 🫀,did:plc:zlnbovrbtjjuj56mwkgukogl,6,1,0,at://did:plc:zlnbovrbtjjuj56mwkgukogl/app.bsky.feed.post/3mkssqk6szk2b,bafyreibzfmp3bene6b7g2xuvdntykaah3dooggr6pe37setwnyb3hbf4ze
2026-05-01T18:58:55.201Z,2026-05-01T18:59:03.171Z,tok meg en pause fra middelalderen og leste ida larmos tegneserie om bombingen av rigel viktig historie som alt for f kjenner til,arkeogeir.bsky.social,Geir Sørgård,did:plc:yxh4vcuieb7hxktnugvodunh,0,0,0,at://did:plc:yxh4vcuieb7hxktnugvodunh/app.bsky.feed.post/3mkssq4vioc2d,bafyreidlpx5suw62kfhvf32fy4bfyl3h6nlpi23b74cqmv72psre7wnhti
2026-05-01T18:58:23.888Z,2026-05-01T18:58:24.772Z,i need to get my new account setup lost my old one so many ych and stuff are there im not even on fa and i feel like id think the same thing browsing it,mommyanddaddyslittlebimbo.com,Mommy & Daddy's Little Bimbo,did:plc:vjegdnn2aww3dnphbyjiukry,0,0,0,at://did:plc:vjegdnn2aww3dnphbyjiukry/app.bsky.feed.post/3mkssp6zqos26,bafyreicgy7gjpdbcdwjjfsrbelnrt2rrjzqdod4ai3rlehd52ehx4hanu4
2026-05-01T18:57:20.438Z,2026-05-01T18:57:28.775Z,mayternity behemay behemayternity a comm i got from birdaftermidnight on fa mpreg,crimsonwerewolf.bsky.social,,did:plc:2vgfo2z4swmwxhzluka6zgey,6,2,1,at://did:plc:2vgfo2z4swmwxhzluka6zgey/app.bsky.feed.post/3mkssnckrqk2a,bafyreid7bywyggjthcb3t62megrsfo5kkyjeserv3eu2ob4lya3lxyutnm
2026-05-01T18:57:07.251Z,2026-05-01T18:57:09.474Z,s ringer de til nordjylland for at f fif til at lave lasagne,kennethnrgaard.bsky.social,Kenneth Nørgaard,did:plc:3kj4kh2eykjgyu7327w3cn5v,3,0,1,at://did:plc:3kj4kh2eykjgyu7327w3cn5v/app.bsky.feed.post/3mkssmvwyts24,bafyreia3mcvzs5tnmfp524f3katr3qcbkxw5fmhezzxhntw5jvn4jkbdfe
2026-05-01T18:55:42.289Z,2026-05-01T18:55:43.078Z,godt sj at nokon kan regelen om at samansette ord med s rnamn f rst m ha bindestrek for f stor forbokstav,tgheggem.bsky.social,Tor Gunnar Heggem,did:plc:fncfkkr5e7b5zjzwfxfrzjzu,1,0,0,at://did:plc:fncfkkr5e7b5zjzwfxfrzjzu/app.bsky.feed.post/3mksskew65c2g,bafyreibpjopqctdyebya2swhqocecflazc4ajnqou7rieg27avbnbpuoxy
2026-05-01T18:54:35.512Z,2026-05-01T18:54:36.672Z,vabb questo genio come ha fatto a venirti in mente alla 4 una roba del genere ti ho gi dato loro sulla fiducia se eli fa meno di 4 ci pensiamo wordle italiano 26121 610 by kveezcomitgiochime,naan-naan.bsky.social,naan,did:plc:6rladk64s5ldvz7bwdhtsi3c,1,0,1,at://did:plc:6rladk64s5ldvz7bwdhtsi3c/app.bsky.feed.post/3mkssifaca22h,bafyreibruwigtin6sq7va5abce3zwaliumeshphjsa5vw34wqh4txgocbm
2026-05-01T18:53:58.284Z,2026-05-01T18:53:59.277Z,ostres s molt bo per aix fa falta la paraula xarnego perqu vol dir espanyolista amb pretensi de ser el feble vinga ara em poso amb la metaf sica darist til,senyorventura.eurosky.social,Jordi Ventura Padró,did:plc:vr36nh7idzby7sbpoeji7a6a,1,1,0,at://did:plc:vr36nh7idzby7sbpoeji7a6a/app.bsky.feed.post/3mksshbq6r22m,bafyreihg2afd7l6jltfc5rfeknzpzfxgnjoomzdvb4ty7cneyhj5m3odky
2026-05-01T18:53:38.277Z,2026-05-01T18:53:48.378Z,ych done for chirontheascendant on fa featuring his character sebastian thank you for working with me again art furryart horse unicorn furry nsfw,diaszoom.bsky.social,🐾Diaszoom 🐾,did:plc:upmx34q37dxha4q2avlrmk4j,3,1,0,at://did:plc:upmx34q37dxha4q2avlrmk4j/app.bsky.feed.post/3mkssgonuic26,bafyreicd577ox5drvhdzmylycr75f6xmm6ckfwm4e5s47biqigrtofhrjq
2026-05-01T18:53:11.517Z,2026-05-01T18:53:11.772Z,ine eriksen s reide guri melbye og daginge ulstein b r ta klart avstand fra listhaugs uttalelser om arbeiderpartiet men antar det er viktigere f fjernet formuesskatten,frodehandresen.bsky.social,Frode H. Andresen,did:plc:rd5u5tjafwmnzzcsndr7ze6e,13,1,2,at://did:plc:rd5u5tjafwmnzzcsndr7ze6e/app.bsky.feed.post/3mkssfv4wv22s,bafyreibj6trrbqs3yrbr6ijwj6lvroyywuzkad5isra3drprcqis2hfabi
2026-05-01T18:52:22.000Z,2026-05-01T18:56:03.573Z,s sj ska allts f nya snabbt g vilket jag l rt mig idag h rde dem redan tidigare signalhorn testande eftersom alstomfabriken ligger bara 2 km f gelv gen bort tv rs ver havel floden 3 stycken halva t g har jag sett finns s kert fler under taken original post on mastodonsocial,ulfhenrich.mastodon.social.ap.brid.gy,Ulf Henrich :mastodon:,did:plc:4lt424zmmuc37cx37inuuesi,0,0,0,at://did:plc:4lt424zmmuc37cx37inuuesi/app.bsky.feed.post/3mkssifvxrfo2,bafyreigo3tazxbka6sj6a3civprd6hqlenimnfikqcyusmzplggiivmtyi
2026-05-01T18:52:09.340Z,2026-05-01T18:52:06.777Z,l t gubben f leva sitt liv johan,ivannelsin.bsky.social,Ivan Nelsin,did:plc:4ruiw54fhqwtsc3nceilsspu,1,0,1,at://did:plc:4ruiw54fhqwtsc3nceilsspu/app.bsky.feed.post/3mkssdzth5s2r,bafyreieuktztlkwu57irr64sskn2ac5jj2q62adk3pn4rp5qd6wm7yhnbm
2026-05-01T18:51:52.105667Z,2026-05-01T18:51:52.874Z,questa preoccupazione si registrerebbe se il titolo fosse apparso sei mesi fa accanto agli stessi fondamentali la reazione informata dal meccanismo sottostante flussi energetici architettura delle sanzioni movimento dei capitali o dal peso emotivo dellinquadramento,market-ocean-it.bsky.social,marketocean - IT -BETA VERSION,did:plc:hm5bofvfanj4k6yhaesi7vqw,0,0,1,at://did:plc:hm5bofvfanj4k6yhaesi7vqw/app.bsky.feed.post/3mkssdjvarm2c,bafyreiadaxdem3uahathkafnmfq463ozxotfqulwfk6uwutm7rcqkdygxy
2026-05-01T18:50:55.341Z,2026-05-01T18:50:55.872Z,il legal team fa esposto sugli abusi sulla global sumud flotilla,mm-ilmanifesto-bot.bsky.social,Il Manifesto,did:plc:aiot3qq34ayfkalb3xhow45t,1,1,0,at://did:plc:aiot3qq34ayfkalb3xhow45t/app.bsky.feed.post/3mkssbtmwdb2v,bafyreieiwwgrbbubfeut5um46vyxuo6ytpq6pipbnbgle6jvxrfifkn7t4
2026-05-01T18:50:27.427Z,2026-05-01T18:50:32.473Z,driver og lager meg spilleliste til eksamenslesinga med musikk jeg kan forbinde med de ulike litter re epokene en av de f m tene f meg til huske noe som helst p tydeligvis skulle bare s ke etter musikk koble til romantikken og tidal ga meg dette hjelp tidalcomtrack430015,muldra.bsky.social,🎼Ingunn 🏳️‍🌈,did:plc:c62bqz6b7zo7lf6da563t4to,0,0,0,at://did:plc:c62bqz6b7zo7lf6da563t4to/app.bsky.feed.post/3mkssayncqk2m,bafyreibkqcmm75eajzo3dho22mht3ms6luk6xhb4cyfedpvpovpmqtljhq
2026-05-01T18:50:18.876Z,2026-05-01T18:50:21.271Z,e ele sendo um gayz o enorme f de sanrio,thiimacedo.bsky.social,thiago,did:plc:g5swbdvm3gw6gotxbphdallm,0,0,0,at://did:plc:g5swbdvm3gw6gotxbphdallm/app.bsky.feed.post/3mkssaqii2s2c,bafyreieqm775c27qyeaq5ac5iirmelh3f5ntqr5shhxq32a5h7lhajyq34
2026-05-01T18:50:07.550Z,2026-05-01T18:50:05.472Z,vc mto f das minhas reviews aksjkskskskskakkakdksk fofinho,mandrakula.bsky.social,mulher homem bicho,did:plc:levyu2dunukt6efhzfpmeftw,1,0,0,at://did:plc:levyu2dunukt6efhzfpmeftw/app.bsky.feed.post/3mkssafoqlk2n,bafyreiczsaexb53j4yllmxm5waopgacz4oosy5mqkjc43lzwelqrbn746e
2026-05-01T18:50:00.000Z,2026-05-01T18:54:51.380Z,stadig intet svar fra styrelse hvordan kunne op mod 73000 danskere i revis f l kket deres data dk nyheder dkbot,dkbot-dr-indland.bsky.social,DR Indland (dkbot),did:plc:td3mdj52y6ruajqx3buzsd26,0,0,0,at://did:plc:td3mdj52y6ruajqx3buzsd26/app.bsky.feed.post/3mkssitkz3w2u,bafyreiemgoqquvk3ra5ks6ljw3zb4atpldau4xj64fdcvthpeqhpkgg4ci
2026-05-01T18:49:44.915646Z,2026-05-01T18:49:46.972Z,efta00467359jpg epsteinweb efta00467359 available in the ios app store now,epsteinweb.bsky.social,Epstein Web,did:plc:ndjyym3ihrqu3g25gdztefrv,0,0,0,at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mkss7qj7mf2e,bafyreieelyusptlhee3u2p6bscysz4z32wkm2oyiesf4smau63csswrhle
2026-05-01T18:49:16.549162Z,2026-05-01T18:49:17.479Z,efta00467349jpg epsteinweb efta00467349 available in the ios app store now,epsteinweb.bsky.social,Epstein Web,did:plc:ndjyym3ihrqu3g25gdztefrv,0,0,0,at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mkss6vhfjk2a,bafyreidvpbxcqx6p7nkbfvnsa7757jfhwrzxdzosw6xrbj5v2h45ut552a
2026-05-01T18:49:16.431Z,2026-05-01T18:49:16.678Z,oh and before i forget you can read the lil short story i added to the fa upload,otterlycreo.bsky.social,🔵Extra-Blue Creo!! 💥,did:plc:tltdfh5igfpqgfthukah5eru,2,0,0,at://did:plc:tltdfh5igfpqgfthukah5eru/app.bsky.feed.post/3mkss6uwopk2e,bafyreigjf7coj5s2dxccbx5xpccxkicb5hhyquix2evh4e6awp7aiat45e
2026-05-01T18:49:02.616Z,2026-05-01T18:49:05.186Z,no recordo quan fa que lhavia comprat per bskyappprofileparu i en tenia un de pinzell de fa anys que tb havia anat espessint molt,parufito.bsky.social,Parufito,did:plc:pc5iz3k2up4chujmhub7ij5d,0,0,0,at://did:plc:pc5iz3k2up4chujmhub7ij5d/app.bsky.feed.post/3mkss6hytzk2c,bafyreidzkgthczbnkce2otgebektixogxgqjvip3ps743h7sckslzsaq6y
2026-05-01T18:48:54.211Z,2026-05-01T18:49:05.266Z,och aprop att det kan ta tid att f bort vinstintresset fr n skolan s r s tv stegsplan utm rkt,blmqvst.bsky.social,Niklas Blomqvist,did:plc:kwyerhzu7b3ii26m3fpmmlua,1,0,1,at://did:plc:kwyerhzu7b3ii26m3fpmmlua/app.bsky.feed.post/3mkss6dqtyc25,bafyreifc5npev7t6ig2bifx2i4qncy5m2xiioawxfo7wguicnseya55dnu
2026-05-01T18:48:54.210Z,2026-05-01T18:49:05.247Z,en del av det som buntas ihop som kostsamma l ften r ingen kostnad tusentals fler l rare handlar om omf rdelning av skolpeng fr n friskolor att f fler i arbete r en int kt inte en kostnad ven om det r j tteprojekt i ett land som haft hundratusentals arbetsl sa sen flera decennier,blmqvst.bsky.social,Niklas Blomqvist,did:plc:kwyerhzu7b3ii26m3fpmmlua,0,0,1,at://did:plc:kwyerhzu7b3ii26m3fpmmlua/app.bsky.feed.post/3mkss6dqm6c25,bafyreibbylwmjdll2kskvhw6vtwlrxlwjza53mogzygr7lhvog7x5jqoha
2026-05-01T18:47:17.536Z,2026-05-01T18:47:19.774Z,the stars have finally aligned again there are plenty of fun things you can do on the first day of the month of may and i ve tried to combine as many of them as possible in the time i had fa mirror,laurenvhadley.bsky.social,Lauren V. Hadley,did:plc:35el2u23poyiqetijz5ze4xs,0,0,0,at://did:plc:35el2u23poyiqetijz5ze4xs/app.bsky.feed.post/3mkss3dkccs2d,bafyreid3lkiiaogq5ade2azevjvbnuw65dgqa5yto7jtmqpnkpuv2i7tle
2026-05-01T18:46:42.953Z,2026-05-01T18:46:43.874Z,ma come si fa che cazzaro,darioka777.bsky.social,Dario,did:plc:ukbhwug6pknrswtxq3bmcxca,1,0,1,at://did:plc:ukbhwug6pknrswtxq3bmcxca/app.bsky.feed.post/3mkss2ckvu22a,bafyreihdxrzskuhdjqjpez5k3isk27roqtnczzinqq5gymglyqd7xnkyfi
